Sentence,class,file
Nat Clin Pract Urol  2008 ; 5:610-20;  PMID:18985049 ; http://dx.doi.org/10.1038/ ncpuro1237 193.,Non-OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Oncoimmunology   2013 ; 2:e24850 ; PMID:24073369 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
OncoImmunology  2014 ;  3:e29030 ; http://dx.doi.org/10.4161/onci.29030 195.,Non-OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Immunity  2013 ;  39:211-27; PMID:23973220 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Cancer Res   2011 ; 71:4955 -67; PMID :21622715 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Mol Cell  2011 ; 42:23-35;  PMID:21353614 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Nat Cell Biol  2014 ; 16:47- 54; PMID:24316673 ; http://dx.doi.org/10.1038/ ncb2886 199.,OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Cancer Res  2013 ;  73:4395 -405; PMID:23722551 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
Mol Cancer Res  2010 ; 8:1002 -16;  PMID:20587533 ; http://dx.doi.org/10.1158/1541- 7786.MCR-09-0562,Non-OADS,/arxiv_data1/oa_pdf/2d/5f/kmco-01-01-10929911.PMC4905171.pdf
"terada@utsouthwestern.edu Submitted: 06/23/2014; Accepted: 07/01/2014; Published Online: 07/28/2014  http://dx.doi.org/10.4161/mco.29912Aiolos and Lymphocyte Mimicry in Lung Cancer Lance S Terada1,* and Zhe Liu2 1Department of i nternal Medicine, Pulmonary and Critical Care, University of Texas, Southwestern Medical Center, Dallas, TX USA; 2Department of i mmunology, Biochemistry,  and Molecular Biology, 2011 Collaborative i nnovation Center of Tianjin for Medical e pigenetics, Tianjin Key Laboratory of Medical e pigenetics, Tianjin Medical University,  China Keywords: Aiolos, Ikaros, lung cancer, lymphocyte, Shc, p66Shc, IKZF3, anoikis, anchorage independence Aggressive carcinomas tend to adopt behaviors normally  restricted to lymphocytes, including anchorage-independent  mobilization, response to chemokines, and modulation of  local inflammatory conditions.",Non-OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Science  1992; 258:808-12;  PMID:1439790 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
EMBO J 1997; 16:2004-13;  PMID :9155026 ;  http://dx.doi.org/10.1093/emboj/16.8.2004 3.,Non-OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Cancer Cell 2014; 25:575- 89; PMID:24823637 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Oncogene 2010; 29:5559-67;  PMID:20676142 ;  http://dx.doi.org/10.1038/onc.2010.3265.,OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Nat Immunol 2014; 15:294-304;   PMID:24509510 ; http://dx.doi.org/10.1038/ni.2821 6.,Non-OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Nature  2001; 410:50-6;  PMID:11242036 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Nat Immunol 2010; 11:846-53;   PMID:20676092 ; http://dx.doi.org/10.1038/ni.19158.,Non-OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
Nat Immunol  2012; 13:770-7;  PMID:22751139 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/de/27/kmco-01-01-10929912.PMC4905172.pdf
"Molecular & Cellular Oncology 2014;  1:e29899; http://dx.doi.org/10.4161/mco.29899Role of macrophage inflammatory protein  (MIP)-1 α/CCL3 in leukemogenesis Tomohisa Baba* and Naofumi Mukaida Division of Molecular Bioregulation; Cancer Research i nstitute; Kanazawa University; Kanazawa, i shikawa, Japan Keywords:  MIP-1 α/CCL3, leukemia, chemokine, leukemia initiating cell, microenvironment Abbreviations:  AML, acute myeloid leukemia; BM, bone marrow; CLL, chronic lymphocytic leukemia; CML, chronic myeloid  leukemia; HSC, hematopoietic stem cells; HSPC, hematopoietic stem/progenitor cells; LIC, leukemia initiating cells; LPS,  lipopolysaccharide; MIP-1 α, macrophage inflammatory protein-1 α; SCI, stem cell inhibitor The biologic function of the CC chemokine macrophage  inflammatory protein-1 α (M iP-1α/CCL3) has been extensively  studied since its initial identification as a macrophage-derived  inflammatory mediator.",OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
J Exp Med 1988; 167:1939- 44; PMID:3290382 ; http://dx.doi.org/10.1084/ jem.167.6.1939 2.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nature 1990; 344:442-4;  PMID:2320111 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
J Exp Med 1989; 170:1583-94; PMID:2478652 ;  http://dx.doi.org/10.1084/jem.170.5.1583 9.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
J Exp Med 1994; 179:643-9; PMID:8294873 ;  http://dx.doi.org/10.1084/jem.179.2.643 10.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood Cells Mol Dis 1998; 24:14- 30; PMID:9516378 ; http://dx.doi.org/10.1006/ bcmd.1998.0167 13.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Science 1995; 269:1583-5; PMID:7667639 ;  http://dx.doi.org/10.1126/science.766763914.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood 2001; 98:3476-8;  PMID:11719391 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nat Med 1997; 3:730- 7; PMID:9212098 ; http://dx.doi.org/10.1038/ nm0797-730 18.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Cancer Cell  2011; 19:138-52;  PMID:21251617 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Cancer Res 2007; 67:1113-20;  PMID:17283145 ; http://dx.doi.org/10.1158/0008- 5472.CAN-06-2014 20.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nat Rev Cancer  2005; 5:311-21;  PMID :15803157 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nat Biotechnol 2007; 25:1315-21;   PMID:17952057 ; http://dx.doi.org/10.1038/nbt1350 22.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nature  2001; 414:105-11;  PMID:11689955 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nat Immunol  2004; 5:701-3;  PMID:15224098 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Trends Cell Biol 2005; 15:494-501;   PMID:16084092 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
N Engl J Med  1999; 340:1330-40;  PMID:10219069 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood  2005; 105:324-34;  PMID:15331442 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Leukemia 1999; 13:2012-22;   PMID:10602423 ; http://dx.doi.org/10.1038/ sj.leu.240161029.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Proc Natl Acad Sci U S A 1993; 90:12015-9; PMID:8265663 ; http://dx.doi.org/10.1073/ pnas.90.24.12015 30.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Cancer  Cell 2012; 21:577-92; PMID:22516264 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Oncogene 1998; 16:1319-24;   PMID:9546433 ; http://dx.doi.org/10.1038/ sj.onc.1201914 32.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
J Exp Med 2013; 210:2661- 73; PMID:24166712 ; http://dx.doi.org/10.1084/ jem.20130112 33.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Nat Med 1996;  2:561-6;  PMID:8616716 ; http://dx.doi.org/10.1038/ nm0596-561 36.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
N Engl J Med 2001; 344:1031- 7; PMID:11287972 ; http://dx.doi.org/10.1056/ NEJM200104053441401 37.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Cell Stem Cell 2013; 13:285-99; PMID:23850243 ;  http://dx.doi.org/10.1016/j.stem.2013.06.009 38.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Br J Haematol 1996; 95:77-84; PMID:8857942 ;  http://dx.doi.org/10.1046/j.1365-2141.1996.7312349.x 39.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood  2012; 119:540-50;  PMID:21957195 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood 2009; 113:3050-8;  PMID:19074730 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Cancer Res 2009; 69:4001-9; PMID:19383907 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Exp Hematol 2008; 36:390-400;   PMID:18249060 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood 2003; 101:3568- 73; PMID:12506012 ; http://dx.doi.org/10.1182/ blood-2002-08-2383 46.,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
Blood 2007; 110:3744- 52; PMID :17715391 ; http://dx.doi.org/10.1182/ blood-2007-05-093294,Non-OADS,/arxiv_data1/oa_pdf/56/99/kmco-01-01-10929899.PMC4905173.pdf
"*Correspondence to: Yu-Sun Chang; Email: ysc@mail.cgu.edu.tw Submitted: 05/21/2014; Revised: 06/18/2014;  Accepted: 06/19/2014; Published Online: 07/15/2014 http://dx.doi.org/10.4161/mco.29900Role of leukemia inhibitory factor in  nasopharyngeal carcinogenesis Shu-Chen Liu and Yu-Sun Chang* Molecular Medicine Research Center; Chang Gung University; Taoyuan, Taiwan Keywords : leukemia inhibitory factor, p70S6K, mTOR, nasopharyngeal carcinoma, radioresistance, Epstein-Barr virus Abbreviations:  ATM, ataxia telangiectasia mutated; CDC25C, cell division cycle 25C; CTAR, cytoplasmic C-terminal activation  regions of LMP1; DDR, DNA damage response; DSB, DNA double-strand break; EBV, Epstein-Barr virus; ERK1/2, p44/42  mitogen activated protein kinase; γH2AX, phosphorylated (Ser139) histone H2AX; Gp130, glycoprotein 130; IL-1, interleukin  1; IL-6, interleukin 6; IL-8, interleukin 8; IL-10, interleukin 10; JAK, Janus tyrosine kinase; LIF, leukemia inhibitory factor;  LIFR, leukemia inhibitory factor receptor; LMP1, latent membrane protein 1 of EBV; mTOR, mammalian target of rapamycin;  mTORC1, mammalian target of rapamycin complex 1; NBS1, nibrin; NPC, nasopharyngeal carcinoma; NRF2, nuclear factor  erythroid 2-related factor 2; p70S6K1, 70 kDa ribosomal protein S6 kinase 1; PI3K, phosphoinositide 3-kinase; ROS, reactive  oxygen species; sLIFR, soluble leukemia inhibitory factor receptor; STAT3, signal transducer and activator of transcription 3;  TGFβ1, transforming growth factor beta-1; TNF α, tumor necrosis factor alpha Although e pstein-Barr virus-associated nasopharyngeal  carcinoma (NPC) is a highly radiosensitive cancer, approxi - mately 20% of patients with NPC develop local recurrence  after radiation therapy.",Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cancer Cell 2004; 5:423- 8; PMID :15144950 ; http://dx.doi.org/10.1016/ S1535-6108(04) 00119-9 2.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cytokine Growth  Factor Rev 2001; 12:259-70;  PMID:11325606 ;  http://dx.doi.org/10.1016/S1359-6101(00)00035-6 4.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Semin Cancer Biol 2001; 11:455- 60; PMID:11669607 ; http://dx.doi.org/10.1006/ scbi.2001.0412 5.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Future Oncol 2009; 5:811-25;   PMID:19663731 ; http://dx.doi.org/10.2217/ fon.09.53 6.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Hum Pathol  2001; 32:42-9;  PMID:11172294 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
J Clin Invest 2007; 117:1175-83;  PMID:17476347 ;  http://dx.doi.org/10.1172/JCI315378.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Semin Cancer Biol 2012; 22:33-40;   PMID:22210179 ; http://dx.doi.org/10.1016/j.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cell Cycle 2009; 8:3267- 73; PMID:19770594 ; http://dx.doi.org/10.4161/ cc.8.20.9699 10.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Eur Arch Otorhinolaryngol 2010; 267:1811-24;   PMID:20865269 ; http://dx.doi.org/10.1007/ s00405-010-1385-x 11.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Placenta 2010; 31(Suppl):S99-104;   PMID:20129664 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Stem Cells 2003; 21:5-14;   PMID:12529546 ; http://dx.doi.org/10.1634/ stemcells.21-1-5 13.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Stem Cells 2004;  22:770-8;  PMID :15342941 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Nature 2009; 460:118-22;   PMID:19571885 ; http://dx.doi.org/10.1038/ nature08113 15.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Nature 2010; 465:713-20;   PMID:20535200 ; http://dx.doi.org/10.1038/ nature09228 16.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Int J Cancer 1996; 66:515-9;  PMID:8635867 ;  http://dx.doi.org/10.1002/(SICI)1097- 0215(19960516) 66 :4<515::AID-IJC15>3.0.CO ;2-6 17.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
J Interferon Cytokine Res 1995; 15:905- 13; PMID:8564713 ; http://dx.doi.org/10.1089/ jir.1995.15.905 18.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Int J Biochem Cell Biol 2005; 37:2284-96;   PMID:16125646 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Breast  Cancer Res Treat 2012; 135:79-91;  PMID:22535017 ;  http://dx.doi.org/10.1007/s10549-012-2068-7 22.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
J Clin Invest  2013; 123:5269-83;  PMID:24270418 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Hum Reprod 2002; 17:213-8;  PMID:11756390 ;  http://dx.doi.org/10.1093/humrep/17.1.213 24.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
J Clin Neurosci 2011; 18:951- 4; PMID :21570299 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Am J Reprod Immunol  2007; 58:65-74;  PMID:17565549 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Am J  Reprod Immunol 2006; 55:76-80;  PMID:16364015 ;  http://dx.doi.org/10.1111/j.1600-0897.2005.00328.x 27.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
JAKSTAT  2013; 2:e25155;  PMID:24416645 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cytokine Growth Factor Rev 2009; 20:319- 28; PMID:19647472 ; http://dx.doi.org/10.1016/j.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Stem Cells 1999; 17:127-37;   PMID:10342555 ; http://dx.doi.org/10.1002/ stem.170127 32.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Growth Factors 2001; 19:153-62;  PMID:11811789 ;  http://dx.doi.org/10.3109/0897719010900108333.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Int J Cancer 1996; 66:515-9;  PMID:8635867 ;  http://dx.doi.org/10.1002/(SICI)1097- 0215(19960516) 66 :4<515::AID-IJC15>3.0.CO ;2-6 34.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Am J Physiol Cell Physiol 2002;  283:C204-11;  PMID:12055089 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Mol Biol Cell 2000; 11:1369- 83; PMID:10749936 ; http://dx.doi.org/10.1091/ mbc.11.4.1369 38.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Comp  Hepatol 2004; 3:10;  PMID :15566573 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cancer Cell  2009; 15:315-27;  PMID:19345330 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cancer Res 2007; 67:2131-40;  PMID:17332343 ;  http://dx.doi.org/10.1158/0008-5472.CAN-06-1021 43.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cytokine 2010; 50:229- 33; PMID:20381375 ; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Protein Cell 2012; 3:291-304;   PMID:22549587 ; http://dx.doi.org/10.1007/ s13238-012-2919-3 45.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Genes (Basel) 2011; 2:280-97;   PMID:24710148 ; http://dx.doi.org/10.3390/ genes2010280 46.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Blood 2007; 110:4319- 30; PMID:17848619 ; http://dx.doi.org/10.1182/ blood-2007-02-072587 48.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
EMBO J 2003; 22:372-84;   PMID:12554639 ; http://dx.doi.org/10.1093/emboj/ cdg057 49.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Int J Biochem Cell Biol  2011; 43:47-59;  PMID:20932932 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
J  Biol Chem 2000; 275:28793-801;  PMID:10858440 ;  http://dx.doi.org/10.1074/jbc.M003986200 56.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
J Biol Chem 2001; 276:47038- 45; PMID:11602599 ; http://dx.doi.org/10.1074/jbc.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Histopathology 2008; 53:224-8;  PMID:18540977 ;  http://dx.doi.org/10.1111/j.1365-2559.2008.03068.x 59.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Nat Med 2012; 18:1511- 7; PMID:23001183 ; http://dx.doi.org/10.1038/ nm.2940 60.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Radiat Res  2010; 173:406-17;  PMID:20334512 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Biochem  Pharmacol 2010; 80:1904-14;  PMID:20599771 ;  http://dx.doi.org/10.1016/j.bcp.2010.06.039 62.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cell Cycle 2007; 6:931-42;   PMID:17457059 ; http://dx.doi.org/10.4161/ cc.6.8.4180 63.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cell Death Differ 2001; 8:1052- 65; PMID:11687884 ; http://dx.doi.org/10.1038/ sj.cdd.4400874 64.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Nat Rev Mol Cell Biol 2000;  1:179-86;  PMID:11252893 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Nat Rev  Mol Cell Biol 2008; 9:759-69;  PMID:18813293 ;  http://dx.doi.org/10.1038/nrm2514 66.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Nat Rev Cancer 2004; 4:757-68;   PMID :15510157 ; http://dx.doi.org/10.1038/nrc1452 67.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Cell Signal  2003 ; 15:9-16 ;  PMID :12401515 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Semin Cancer Biol 2001; 11:435- 44; PMID:11669605 ; http://dx.doi.org/10.1006/ scbi.2001.041069.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
Semin  Cancer Biol 2008; 18:388-96;  PMID:19013244 ;  http://dx.doi.org/10.1016/j.semcancer.2008.10.004 70.,Non-OADS,/arxiv_data1/oa_pdf/69/b3/kmco-01-01-10929900.PMC4905174.pdf
"Molecular &  Cellular Oncology 2014; 1:e29901; http://dx.doi.org/10.4161/mco.29901Telomere uncapping at the crossroad between cell  cycle arrest and carcinogenesis elisa Gobbini, Camilla Trovesi, Corinne Cassani, and Maria Pia Longhese* Dipartimento di Biotecnologie e Bioscienze; Università degli Studi di Milano-Bicocca; Milano, i talia Keywords:  cancer, checkpoint, double-strand breaks, genomic stability, telomere Abbreviations:  ALT, alternative lengthening of telomeres; ATM, ataxia telangiectasia mutated; ATR, ataxia telangiectasia and  Rad3-related protein; DDR, DNA damage response; DSB, double-strand break; HR, homologous recombination;   NHEJ, non-homologous end joining; RPA, replication protein A Telomeres are nucleoprotein complexes that protect the  natural ends of chromosomes from fusion and degradation  and prevent them eliciting a checkpoint response.",Non-OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Science 2009; 326:948-52;   PMID:19965504 ; http://dx.doi.org/10.1126/ science.1170633 2.,Non-OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Genetics  2012 ; 191:1073 -105;  PMID:22879408 ; http://dx.doi.org/10.1534/ genetics.111.137851 3.,Non-OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Cell 1985 ; 43:405-13; PMID:3907856 ;  http://dx.doi.org/10.1016/0092-8674(85)90170-9 4.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Nature   1990 ; 345:458-60; PMID:2342578 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Nature   1990 ; 346:866-8; PMID :2392154 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Exp Cell Res  1961 ;  25:585-621; PMID:13905658 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Cell  1989 ; 57:633-43; PMID:2655926 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Exp Cell Res  1991 ;  196:33-9; PMID:1652450 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
"Mol Biol Cell  2002 ; 13:2626 -38; PMID:12181334 ;  http://dx.doi.org/10.1091/mbc.02-02-0012 11. d’Adda di Fagagna  F, Reaper  PM, Clay-Farrace   L, Fiegler  H, Carr P, Von Zglinicki  T, Saretzki  G,  Carter  NP, Jackson  SP.",Non-OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Nature   2003 ; 426:194-8; PMID:14608368 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Mol Biol Cell  2003 ; 14:987-1001 ; PMID:12631718 ;  http://dx.doi.org/10.1091/mbc.02-04-0057,Non-OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Mol Cell   2004 ; 14:501-13; PMID :15149599 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
Science   1998 ; 279:349-52; PMID:9454332 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/1e/b0/kmco-01-01-10929901.PMC4905175.pdf
