https://snoopcgh.sourceforge.net net,sourceforge,snoopcgh)/ 200910 oa_pdf/a5/b4/btp488.PMC2759554.pdf annot_urls
https://manatee.sourceforge.net net,sourceforge,manatee)/ 200910 oa_pdf/84/fb/gkp642.PMC2764437.pdf text_urls
https://www.msquant.sourceforge.net net,sourceforge,msquant)/ 200910 oa_pdf/ea/47/msb200968.PMC2779082.pdf annot_urls
https://iperf.sourceforge.net net,sourceforge,iperf)/ 201602 oa_pdf/68/46/271.PMC4728379.pdf annot_urls
https://protcalc.sourceforge.net net,sourceforge,protcalc)/ 201602 oa_pdf/a5/be/leu2015277a.PMC4740452.pdf annot_urls
https://sourceforge.net/projects/digitizer net,sourceforge)/projects/digitizer 201602 oa_pdf/49/18/medi-95-e2641.PMC4748898.pdf annot_urls
https://manatee.sourceforge.net net,sourceforge,manatee)/ 201602 oa_pdf/2f/d7/mBio.01948-15.PMC4752602.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201602 oa_pdf/b2/83/jmedgenet-2015-103302.PMC4752661.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201602 oa_pdf/56/3a/dsv034.PMC4755525.pdf annot_urls
https://mrmap.sourceforge.net net,sourceforge,mrmap)/ 201602 oa_pdf/6b/45/main.PMC4759117.pdf annot_urls
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 201602 oa_pdf/e7/df/mv-v22-161.PMC4764606.pdf annot_urls
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 201602 oa_pdf/a6/f2/evw023.PMC4824031.pdf annot_urls
https://www.amide.sourceforge.net net,sourceforge,amide)/ 201602 oa_pdf/39/e2/main.PMC4837299.pdf annot_urls
https://trinityrnaseq.sourceforge.net net,sourceforge,trinityrnaseq)/ 201602 oa_pdf/22/63/main.PMC4969264.pdf annot_urls
https://sourceforge.net/projects/rastools net,sourceforge)/projects/rastools 201602 oa_pdf/01/97/BIOT-11-228.PMC5064606.pdf text_urls
https://secmetdb.sourceforge.net net,sourceforge,secmetdb)/ 201602 oa_pdf/aa/df/main.PMC5640684.pdf annot_urls
https://pep2path.sourceforge.net net,sourceforge,pep2path)/ 201602 oa_pdf/aa/df/main.PMC5640684.pdf annot_urls
https://matplotlib.sourceforge.net net,sourceforge,matplotlib)/ 201008 oa_pdf/66/50/fbp110.PMC2900174.pdf annot_urls
https://ambit.sourceforge.net net,sourceforge,ambit)/ 201008 oa_pdf/36/32/kfq143.PMC2905404.pdf annot_urls
https://svdetect.sourceforge.net net,sourceforge,svdetect)/ 201008 oa_pdf/0e/9b/btq293.PMC2905550.pdf annot_urls
https://pycogent.sourceforge.net/examples/query_ensembl.html net,sourceforge,pycogent)/examples/query_ensembl.html 201008 oa_pdf/89/58/btq330.PMC2916720.pdf annot_urls
https://apbs.sourceforge.net net,sourceforge,apbs)/ 201008 oa_pdf/9a/59/gkq193.PMC2926592.pdf text_urls
https://pdb2pqr.sourceforge.net net,sourceforge,pdb2pqr)/ 201008 oa_pdf/9a/59/gkq193.PMC2926592.pdf text_urls
https://www.sourceforge.net/projects/arcadiapathways net,sourceforge)/projects/arcadiapathways 201008 oa_pdf/c3/99/204_2010_Article_577.PMC2988997.pdf annot_urls
https://www.sourceforge.net/projects/arcadiapath-ways net,sourceforge)/projects/arcadiapath-ways 201008 oa_pdf/c3/99/204_2010_Article_577.PMC2988997.pdf text_urls
https://ehopasa.sourceforge.net net,sourceforge,ehopasa)/ 201209 oa_pdf/e8/60/415_2011_Article_6213.PMC3296015.pdf annot_urls
https://primer3.sourceforge.net net,sourceforge,primer3)/ 201209 oa_pdf/55/82/439_2011_Article_1084.PMC3312735.pdf annot_urls
https://sourceforge.net/apps/mediawiki/gemlibrary/index net,sourceforge)/apps/mediawiki/gemlibrary/index 201209 oa_pdf/58/82/1698.PMC3431487.pdf text_urls
https://phispy.sourceforge.net net,sourceforge,phispy)/ 201209 oa_pdf/f0/71/gks406.PMC3439882.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201209 oa_pdf/81/c2/pi-9-283.PMC3440479.pdf text_urls
https://sourceforge.net/projects/oscill8 net,sourceforge)/projects/oscill8 201209 oa_pdf/e4/06/srep00656.PMC3440625.pdf annot_urls
https://transposonpsi.sourceforge.net net,sourceforge,transposonpsi)/ 201209 oa_pdf/3c/44/mBio.00259-12.PMC3445971.pdf annot_urls
https://sourceforge.net/projects/anets net,sourceforge)/projects/anets 201209 oa_pdf/7c/07/gks403.PMC3458522.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201209 oa_pdf/6c/23/gks640.PMC3458573.pdf annot_urls
https://sourceforge.net/projects/amos net,sourceforge)/projects/amos 201209 oa_pdf/e7/2e/ismej201259a.PMC3498917.pdf annot_urls
https://prophane.svn.sourceforge.net/viewvc/prophane/trunk net,sourceforge,svn,prophane)/viewvc/prophane/trunk 201209 oa_pdf/f3/a3/ismej201211a.PMC3498922.pdf annot_urls
https://sourceforge.net/projects/mpprimer net,sourceforge)/projects/mpprimer 201605 oa_pdf/07/9c/mmr-13-05-3842.PMC4838129.pdf text_urls
https://treesoft.sourceforge.net/treebest.shtml net,sourceforge,treesoft)/treebest.shtml 201605 oa_pdf/2d/ad/msw017.PMC4839221.pdf annot_urls
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 201605 oa_pdf/6c/8f/gkv1519.PMC4872072.pdf annot_urls
https://samtools.sourceforge.net/mpileup.shtml net,sourceforge,samtools)/mpileup.shtml 201605 oa_pdf/1a/13/apps.1600002.PMC4873274.pdf annot_urls
https://psn.sourceforge.net net,sourceforge,psn)/ 201605 oa_pdf/14/15/PSP4-5-264.PMC4873565.pdf annot_urls
https://xpose.sourceforge.net net,sourceforge,xpose)/ 201605 oa_pdf/14/15/PSP4-5-264.PMC4873565.pdf annot_urls
https://transposonpsi.sourceforge.net net,sourceforge,transposonpsi)/ 201605 oa_pdf/7d/8a/main.PMC4906119.pdf annot_urls
https://codonw.sourceforge.net net,sourceforge,codonw)/ 201605 oa_pdf/7d/d1/evw115.PMC4943186.pdf annot_urls
https://snpeff.sourceforge.net net,sourceforge,snpeff)/ 201605 oa_pdf/08/5d/PBI-14-1183.PMC5054876.pdf annot_urls
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 201605 oa_pdf/08/5d/PBI-14-1183.PMC5054876.pdf annot_urls
https://yeast.sourceforge.net net,sourceforge,yeast)/ 201605 oa_pdf/ce/4b/main.PMC5779720.pdf annot_urls
https://sourceforge.net/projects/yeast/files net,sourceforge)/projects/yeast/files 201605 oa_pdf/ce/4b/main.PMC5779720.pdf annot_urls
https://cdmedicpacsweb.sourceforge.net/cdmedic_pacs_web.html net,sourceforge,cdmedicpacsweb)/cdmedic_pacs_web.html 201310 oa_pdf/a3/c3/10278_2013_Article_9604.PMC3782593.pdf annot_urls
https://snpeff.sourceforge.net net,sourceforge,snpeff)/ 201310 oa_pdf/49/51/1663.PMC3787263.pdf annot_urls
https://sourceforge.net/projects/pathoscope net,sourceforge)/projects/pathoscope 201310 oa_pdf/06/f0/1721.PMC3787268.pdf annot_urls
https://treesoft.sourceforge.net/treebest.shtml net,sourceforge,treesoft)/treebest.shtml 201310 oa_pdf/7e/ea/srep02893.PMC3795353.pdf annot_urls
https://sourceforge.net/apps/mediawiki/wgs-assembler/index.php?title=main_page net,sourceforge)/apps/mediawiki/wgs-assembler/index.php?title=main_page 201310 oa_pdf/d8/f1/idr-6-115.PMC3797280.pdf annot_urls
https://sourceforge.net/apps/mediawiki/mira-assembler/index.php?title=main_page net,sourceforge)/apps/mediawiki/mira-assembler/index.php?title=main_page 201310 oa_pdf/d8/f1/idr-6-115.PMC3797280.pdf annot_urls
https://emboss.sourceforge.net net,sourceforge,emboss)/ 201310 oa_pdf/8c/59/mBio.00498-13.PMC3809560.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201310 oa_pdf/31/bb/main.PMC3814972.pdf annot_urls
https://msquant.sourceforge.net net,sourceforge,msquant)/ 201310 oa_pdf/b7/ca/bcj201348a.PMC3816209.pdf annot_urls
https://opencobra.sourceforge.net net,sourceforge,opencobra)/ 201310 oa_pdf/44/0f/msb201352.PMC3817402.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201310 oa_pdf/e1/46/tp201389a.PMC3818535.pdf annot_urls
https://sourceforge.net/projects/estimateproject net,sourceforge)/projects/estimateproject 201310 oa_pdf/9c/44/ncomms3612.PMC3826632.pdf annot_urls
https://emboss.sourceforge.net net,sourceforge,emboss)/ 201310 oa_pdf/b3/ff/evt162.PMC3845643.pdf annot_urls
https://pymol.sourceforge.net net,sourceforge,pymol)/ 201202 oa_pdf/73/f8/ddr509.PMC3263993.pdf text_urls
https://ribopicker.sourceforge.net net,sourceforge,ribopicker)/ 201202 oa_pdf/c2/01/btr669.PMC3268242.pdf text_urls
https://samtools.sourceforge.net/pileup.shtml net,sourceforge,samtools)/pileup.shtml 201202 oa_pdf/8c/7c/btr670.PMC3268243.pdf text_urls
https://sourceforge.net/projects/sitepainter net,sourceforge)/projects/sitepainter 201202 oa_pdf/38/08/btr685.PMC3268248.pdf text_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201202 oa_pdf/8e/de/gkr1000.PMC3273786.pdf annot_urls
https://tamsys.sourceforge.net net,sourceforge,tamsys)/ 201202 oa_pdf/13/44/bmjopen-2011-000398.PMC3274716.pdf text_urls
https://samtools.sourceforge.net/mpileup.shtml net,sourceforge,samtools)/mpileup.shtml 201202 oa_pdf/87/a0/btr703.PMC3278759.pdf text_urls
https://sourceforge.net/projects/solsnp net,sourceforge)/projects/solsnp 201202 oa_pdf/00/45/mBio.00305-11.PMC3280451.pdf annot_urls
https://sourceforge.net/projects/pymol net,sourceforge)/projects/pymol 201202 oa_pdf/48/f0/msb20124.PMC3293634.pdf annot_urls
https://pymol.sourceforge.net net,sourceforge,pymol)/ 201202 oa_pdf/b4/f3/fpls-03-00017.PMC3355733.pdf annot_urls
https://pdb2pqr.sourceforge.net net,sourceforge,pdb2pqr)/ 201202 oa_pdf/b4/f3/fpls-03-00017.PMC3355733.pdf annot_urls
https://sourceforge.net/projects/renco net,sourceforge)/projects/renco 200805 oa_pdf/5d/4e/btn126.PMC2373921.pdf annot_urls
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202204 oa_pdf/3b/51/nihms-1749116.PMC9035045.pdf annot_urls
https://samtools.sourceforge.net net,sourceforge,samtools)/ 202204 oa_pdf/3b/51/nihms-1749116.PMC9035045.pdf annot_urls
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 202204 oa_pdf/9c/0a/jmedgenet-2020-107383.PMC8961761.pdf annot_urls
https://transposonpsi.sourceforge.net net,sourceforge,transposonpsi)/ 202204 oa_pdf/b1/49/PLD3-6-e388.PMC8977575.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 202204 oa_pdf/2a/1d/PBI-20-761.PMC8989495.pdf annot_urls
https://treesoft.sourceforge.net/treebest.shtmcl net,sourceforge,treesoft)/treebest.shtmcl 202204 oa_pdf/95/85/PBI-20-691.PMC8989498.pdf annot_urls
https://subread.sourceforge.net net,sourceforge,subread)/ 202204 oa_pdf/5e/f2/ijo-60-05-05350.PMC8997334.pdf text_urls
https://biobwa.sourceforge.net net,sourceforge,biobwa)/ 202204 oa_pdf/82/f8/idr-15-1767.PMC9012299.pdf annot_urls
https://subread.sourceforge.net net,sourceforge,subread)/ 202204 oa_pdf/3c/2b/nihms-1795992.PMC9013128.pdf annot_urls
https://sourceforge.net net,sourceforge)/ 200405 oa_pdf/cd/71/main.PMC5172447.pdf text_urls
https://sourceforge.net/projects/pwmscan net,sourceforge)/projects/pwmscan 201701 oa_pdf/56/0b/gkw1064.PMC5210548.pdf annot_urls
https://sourceforge.net/projects/samtools/files/samtools net,sourceforge)/projects/samtools/files/samtools 201701 oa_pdf/56/0b/gkw1064.PMC5210548.pdf annot_urls
https://sourceforge.net/projects/bioc/files/cdr_data.zip/download net,sourceforge)/projects/bioc/files/cdr_data.zip/download 201701 oa_pdf/f4/d7/gkw838.PMC5210612.pdf annot_urls
https://theswo.sourceforge.net net,sourceforge,theswo)/ 201701 oa_pdf/73/d0/gkw940.PMC5210639.pdf annot_urls
https://bibdesk.sourceforge.net net,sourceforge,bibdesk)/ 201701 oa_pdf/81/f3/gkw980.PMC5210656.pdf annot_urls
https://sourceforge.net/projects net,sourceforge)/projects 201701 oa_pdf/94/6d/bbv118.PMC5221424.pdf annot_urls
https://mzmine.sourceforge.net net,sourceforge,mzmine)/ 201701 oa_pdf/a1/1b/main.PMC5223079.pdf annot_urls
https://psn.sourceforge.net/pdfdocs/sse_userguide.pdf net,sourceforge,psn)/pdfdocs/sse_userguide.pdf 201701 oa_pdf/50/49/PSP4-6-21.PMC5270295.pdf annot_urls
https://rnaseq-mats.sourceforge.net net,sourceforge,rnaseq-mats)/ 201701 oa_pdf/67/bd/gkw851.PMC5314791.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201701 oa_pdf/de/16/nihms959751.PMC5926788.pdf annot_urls
https://surfing.sourceforge.net net,sourceforge,surfing)/ 201701 oa_pdf/8d/36/bhw401.PMC5939197.pdf annot_urls
https://sourceforge.net/projects/advants net,sourceforge)/projects/advants 201701 oa_pdf/f1/c5/bhw361.PMC5939223.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 200901 oa_pdf/80/61/bhn062.PMC2638742.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 200901 oa_pdf/22/4b/bhn048.PMC2638745.pdf annot_urls
https://arrayoligosel.sourceforge.net net,sourceforge,arrayoligosel)/ 200901 oa_pdf/59/42/ddn356.PMC2638777.pdf text_urls
https://jaligner.sourceforge.net net,sourceforge,jaligner)/ 200901 oa_pdf/f0/09/btn590.PMC2638938.pdf annot_urls
https://tab2mage.sourceforge.net net,sourceforge,tab2mage)/ 200901 oa_pdf/24/76/btn617.PMC2638998.pdf annot_urls
https://sourceforge.net/projects/geneontology net,sourceforge)/projects/geneontology 200901 oa_pdf/95/57/btn615.PMC2639003.pdf annot_urls
https://srf.sourceforge.net net,sourceforge,srf)/ 200901 oa_pdf/b5/86/gkn765.PMC2686451.pdf text_urls
https://jung.sourceforge.net net,sourceforge,jung)/ 200901 oa_pdf/44/be/gkn794.PMC2686459.pdf text_urls
https://mged.sourceforge.net/ontologies/index.php net,sourceforge,mged)/ontologies/index.php 200901 oa_pdf/b0/b6/gkn878.PMC2686468.pdf text_urls
https://song.sourceforge.net net,sourceforge,song)/ 200901 oa_pdf/cb/ac/gkn805.PMC2686472.pdf text_urls
https://sybil.sourceforge.net net,sourceforge,sybil)/ 200901 oa_pdf/32/e9/gkn939.PMC2686481.pdf text_urls
https://sourceforge.net/projects net,sourceforge)/projects 200901 oa_pdf/32/e9/gkn939.PMC2686481.pdf text_urls
https://treesoft.sourceforge.net net,sourceforge,treesoft)/ 200901 oa_pdf/9d/e4/gkn857.PMC2686483.pdf text_urls
https://song.sourceforge.net/gff3.shtml net,sourceforge,song)/gff3.shtml 200901 oa_pdf/ca/18/gkn766.PMC2686503.pdf text_urls
https://www.sourceforge.net net,sourceforge)/ 200901 oa_pdf/71/e3/gkn783.PMC2686574.pdf text_urls
https://sourceforge.net/projects/codonphyml net,sourceforge)/projects/codonphyml 201306 oa_pdf/31/8b/mst034.PMC3649670.pdf annot_urls
https://sourceforge.net/projects/mrbayes-gpu net,sourceforge)/projects/mrbayes-gpu 201306 oa_pdf/4d/18/mst043.PMC3649675.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201306 oa_pdf/fb/46/npp201334a.PMC3656379.pdf annot_urls
https://sourceforge.net/apps/mediawiki/mira-assembler/index.php?title=main_page#papers net,sourceforge)/apps/mediawiki/mira-assembler/index.php?title=main_page 201306 oa_pdf/2d/bc/ismej201313a.PMC3660673.pdf annot_urls
https://sourceforge.net/projects/cohcap net,sourceforge)/projects/cohcap 201306 oa_pdf/60/e8/gkt242.PMC3675470.pdf annot_urls
https://sourceforge.net/p/cohcap/wiki/home net,sourceforge)/p/cohcap/wiki/home 201306 oa_pdf/60/e8/gkt242.PMC3675470.pdf annot_urls
https://primer3.sourceforge.net net,sourceforge,primer3)/ 201306 oa_pdf/5c/9a/srep01990.PMC3683670.pdf annot_urls
https://psn.sourceforge.net/pdfdocs/runrecord_userguide net,sourceforge,psn)/pdfdocs/runrecord_userguide 201306 oa_pdf/c6/0a/psp201324a.PMC3697037.pdf text_urls
https://biobwa.sourceforge.net net,sourceforge,biobwa)/ 201306 oa_pdf/0f/0a/evt097.PMC3730349.pdf annot_urls
https://emboss.sourceforge.net net,sourceforge,emboss)/ 201306 oa_pdf/d5/c0/per-30-57.PMC3734967.pdf text_urls
https://psn.sourceforge.net net,sourceforge,psn)/ 201306 oa_pdf/e1/00/40262_2013_Article_85.PMC3824374.pdf annot_urls
https://sourceforge.net/projects/sashimi/files net,sourceforge)/projects/sashimi/files 201306 oa_pdf/60/6d/main.PMC4357783.pdf annot_urls
https://sourceforge.net/projects/peptrix/files net,sourceforge)/projects/peptrix/files 201306 oa_pdf/60/6d/main.PMC4357783.pdf annot_urls
https://protcalc.sourceforge.net net,sourceforge,protcalc)/ 201812 oa_pdf/cb/19/bi-8-39.PMC5915707.pdf annot_urls
https://ambit.sourceforge.net/download_ambitdiscovery.html net,sourceforge,ambit)/download_ambitdiscovery.html 201812 oa_pdf/55/8b/WCMS-8-na.PMC5947741.pdf annot_urls
https://psn.sourceforge.net net,sourceforge,psn)/ 201812 oa_pdf/ec/4e/40262_2017_Article_616.PMC6061395.pdf annot_urls
https://snpeff.sourceforge.net net,sourceforge,snpeff)/ 201812 oa_pdf/2e/96/mmr-18-06-5016.PMC6236299.pdf text_urls
https://gtfold.sourceforge.net/profiling.html net,sourceforge,gtfold)/profiling.html 201812 oa_pdf/78/8b/1615.PMC6239171.pdf annot_urls
https://useq.sourceforge.net net,sourceforge,useq)/ 201812 oa_pdf/58/13/1634.PMC6239182.pdf annot_urls
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 201812 oa_pdf/08/6a/IUB-70-1275.PMC6268205.pdf annot_urls
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201812 oa_pdf/08/6a/IUB-70-1275.PMC6268205.pdf annot_urls
https://www.resting-fmri.sourceforge.net net,sourceforge,resting-fmri)/ 201812 oa_pdf/6f/5e/ndt-14-3317.PMC6284854.pdf annot_urls
https://bio-bwa.sourceforge.net/bwa.shtml net,sourceforge,bio-bwa)/bwa.shtml 201812 oa_pdf/b4/27/medscimonit-24-8750.PMC6289031.pdf text_urls
https://treesoft.sourceforge.net/treebest.shtml net,sourceforge,treesoft)/treebest.shtml 201812 oa_pdf/65/83/dsy027.PMC6289775.pdf annot_urls
https://primer3.sourceforge.net/releases.php net,sourceforge,primer3)/releases.php 201812 oa_pdf/83/65/dsy028.PMC6289780.pdf annot_urls
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 201812 oa_pdf/35/70/gky1066.PMC6294505.pdf annot_urls
https://bamstats.sourceforge.net net,sourceforge,bamstats)/ 201812 oa_pdf/a0/12/pnas.201812865.PMC6294933.pdf annot_urls
https://imorph.sourceforge.net net,sourceforge,imorph)/ 201812 oa_pdf/b0/80/pnas.201808402.PMC6298101.pdf annot_urls
https://k3dsurf.sourceforge.net net,sourceforge,k3dsurf)/ 201812 oa_pdf/a0/68/main.PMC6305839.pdf annot_urls
https://pymol.sourceforge.net net,sourceforge,pymol)/ 201812 oa_pdf/40/d7/ijn-14-243.PMC6314318.pdf annot_urls
https://www.resmap.sourceforge.net net,sourceforge,resmap)/ 201812 oa_pdf/b3/00/nihms-1516653.PMC6314685.pdf annot_urls
https://www.sourceforge.net net,sourceforge)/ 201812 oa_pdf/27/5b/JPI-9-47.PMC6319041.pdf text_urls
https://digitizer.sourceforge.net net,sourceforge,digitizer)/ 201812 oa_pdf/1b/d3/medi-97-e13752.PMC6319909.pdf annot_urls
https://resting-fmri.sourceforge.net net,sourceforge,resting-fmri)/ 201812 oa_pdf/46/48/medi-97-e13434.PMC6320216.pdf annot_urls
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 201812 oa_pdf/80/76/nihms-1516651.PMC6342284.pdf annot_urls
https://sourceforge.net/projects/jtreeview net,sourceforge)/projects/jtreeview 201812 oa_pdf/80/76/nihms-1516651.PMC6342284.pdf annot_urls
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 201812 oa_pdf/b3/a0/nihms-1517194.PMC6350936.pdf annot_urls
https://treesoft.sourceforge.net/treebest.shtml net,sourceforge,treesoft)/treebest.shtml 201812 oa_pdf/28/dc/main.PMC6354217.pdf text_urls
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 201812 oa_pdf/3e/ee/jvetres-62-447.PMC6364169.pdf text_urls
https://varscan.sourceforge.net net,sourceforge,varscan)/ 201812 oa_pdf/3e/ee/jvetres-62-447.PMC6364169.pdf text_urls
https://bowtie-bio.sourceforge.net/bowtie2 net,sourceforge,bowtie-bio)/bowtie2 201812 oa_pdf/30/b9/nihms-1517606.PMC6392044.pdf annot_urls
https://bio-bwa.sourceforge.net/index net,sourceforge,bio-bwa)/index 201812 oa_pdf/70/e3/bjmg-21-045.PMC6454241.pdf text_urls
https://sourceforge.net/projects/miaca net,sourceforge)/projects/miaca 201111 oa_pdf/cf/3c/262_2010_Article_940.PMC3029829.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201111 oa_pdf/b1/e1/jnnp236463.PMC3188785.pdf text_urls
https://topiaryexplorer.sourceforge.net net,sourceforge,topiaryexplorer)/ 201111 oa_pdf/a8/f0/btr517.PMC3198578.pdf text_urls
https://pymol.sourceforge.net net,sourceforge,pymol)/ 201111 oa_pdf/05/2b/gkr386.PMC3203597.pdf annot_urls
https://tagsea.sourceforge.net net,sourceforge,tagsea)/ 201111 oa_pdf/7a/d2/bbr055.PMC3220874.pdf text_urls
https://sourceforge.net/projects/gmod net,sourceforge)/projects/gmod 201111 oa_pdf/24/79/bar051.PMC3225077.pdf annot_urls
https://lists.sourceforge.net/lists/listinfo/gmod-phendiver net,sourceforge,lists)/lists/listinfo/gmod-phendiver 201111 oa_pdf/24/79/bar051.PMC3225077.pdf annot_urls
https://sourceforge.net/projects/gmod-ware net,sourceforge)/projects/gmod-ware 201111 oa_pdf/24/79/bar051.PMC3225077.pdf annot_urls
https://primer3.sourceforge.net net,sourceforge,primer3)/ 201111 oa_pdf/fd/d0/bar053.PMC3225079.pdf annot_urls
https://sourceforge.net/projects/uniquemer net,sourceforge)/projects/uniquemer 201111 oa_pdf/81/4f/srep00169.PMC3240990.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201404 oa_pdf/51/1b/bhs366.PMC3948491.pdf annot_urls
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201404 oa_pdf/10/a7/gkt1359.PMC3973289.pdf annot_urls
https://plotdigitizer.sourceforge.net net,sourceforge,plotdigitizer)/ 201404 oa_pdf/2c/e6/ejcn20148a.PMC3975811.pdf annot_urls
https://sourceforge.net/projects/dtailor net,sourceforge)/projects/dtailor 201404 oa_pdf/e7/6a/btt742.PMC3982154.pdf annot_urls
https://igraph.sourceforge.net net,sourceforge,igraph)/ 201404 oa_pdf/31/d8/srep04654.PMC3983599.pdf annot_urls
https://sourceforge.net/projects/picard net,sourceforge)/projects/picard 201404 oa_pdf/bd/99/srep04678.PMC3985078.pdf annot_urls
https://treesoft.sourceforge.net/treebest.shtml net,sourceforge,treesoft)/treebest.shtml 201404 oa_pdf/bd/99/srep04678.PMC3985078.pdf annot_urls
https://www.microbiomeutil.sourceforge.net/#a_cs net,sourceforge,microbiomeutil)/ 201404 oa_pdf/4c/e5/ncomms4654.PMC3996546.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201404 oa_pdf/e5/59/gku121.PMC4005667.pdf annot_urls
https://bowtie-bio.sourceforge.net net,sourceforge,bowtie-bio)/ 201404 oa_pdf/a8/da/mBio.01146-14.PMC4010836.pdf annot_urls
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201404 oa_pdf/a8/da/mBio.01146-14.PMC4010836.pdf annot_urls
https://audacity.sourceforge.net net,sourceforge,audacity)/ 201404 oa_pdf/43/fa/tp201427a.PMC4012289.pdf annot_urls
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 201404 oa_pdf/1d/43/main.PMC4053655.pdf annot_urls
https://amide.sourceforge.net/index.html net,sourceforge,amide)/index.html 201404 oa_pdf/95/62/main.PMC4060225.pdf annot_urls
https://primer3.sourceforge.net net,sourceforge,primer3)/ 201404 oa_pdf/81/68/cas0105-0490.PMC4317802.pdf text_urls
https://primerseq.sourceforge.net net,sourceforge,primerseq)/ 201404 oa_pdf/9d/12/main.PMC4411361.pdf annot_urls
https://primerseq.sourceforge.net/technical_manual.pdf net,sourceforge,primerseq)/technical_manual.pdf 201404 oa_pdf/9d/12/main.PMC4411361.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 201404 oa_pdf/9d/12/main.PMC4411361.pdf annot_urls
https://sourceforge.net/projects/hpprna net,sourceforge)/projects/hpprna 202101 oa_pdf/6c/e2/ijmm-47-01-0049.PMC7723683.pdf text_urls
https://sourceforge.net/projects/lncrscansvm/files net,sourceforge)/projects/lncrscansvm/files 202101 oa_pdf/51/f5/80.PMC7749630.pdf annot_urls
https://sourceforge.net/projects/rna-cpat/files net,sourceforge)/projects/rna-cpat/files 202101 oa_pdf/51/f5/80.PMC7749630.pdf annot_urls
https://sourceforge.net/projects/plek/files net,sourceforge)/projects/plek/files 202101 oa_pdf/51/f5/80.PMC7749630.pdf annot_urls
https://sourceforge.net/projects/plek/files net,sourceforge)/projects/plek/files 202101 oa_pdf/f1/40/106.PMC7749631.pdf annot_urls
https://sourceforge.net/projects/lncrscansvm/files net,sourceforge)/projects/lncrscansvm/files 202101 oa_pdf/f1/40/106.PMC7749631.pdf annot_urls
https://sourceforge.net/projects/rna-cpat/files net,sourceforge)/projects/rna-cpat/files 202101 oa_pdf/f1/40/106.PMC7749631.pdf annot_urls
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 202101 oa_pdf/68/4c/aba1180.PMC7775761.pdf annot_urls
https://picard.sourceforge.net net,sourceforge,picard)/ 202101 oa_pdf/71/4d/abd7703.PMC7775785.pdf annot_urls
https://proteowizard.sourceforge.net net,sourceforge,proteowizard)/ 202101 oa_pdf/f2/15/EMBJ-40-e104416.PMC7780147.pdf annot_urls
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 202101 oa_pdf/28/c1/main.PMC7797908.pdf text_urls
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 202101 oa_pdf/9d/bd/icu-62-90.PMC7801162.pdf annot_urls
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 202101 oa_pdf/fe/ae/JEM_20201690.PMC7808308.pdf annot_urls
https://bio-bwa.sourceforge.net/bwa.shtml net,sourceforge,bio-bwa)/bwa.shtml 202101 oa_pdf/c2/dd/pgpm-14-61.PMC7812041.pdf annot_urls
https://sourceforge.net/projects/bsintegral net,sourceforge)/projects/bsintegral 202101 oa_pdf/99/52/main.PMC7816007.pdf annot_urls
